  Denonimation,  Date creation,  Siege social,  Forme juridique,  Secteur d activite,  url,  Registre de commerce,  Capital
 SNDKR2011B2290, 10 000 000EINVEG SENEGAL SA,17/02/2011,112 RUE MARSAT x REIMS,SOCIETE ANONYME (S.A),BTP,http://www.creationdentreprise.sn/einveg-senegal-sa, SNDKR2011B2290, 10 000 000
 SNDKR2011B2414, 1 000 000AK.EXECUTION SUARL,21/02/2011,LOTISSEMENT COMPLEMENTAIRE...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/akexecution-suarl, SNDKR2011B2414, 1 000 000
 SNDKR2011B2362, 100 000 000PETROMINE SA,21/02/2011,124 AVENUE CHEIKH ANTA DIOP,SOCIETE ANONYME (S.A),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/petromine-sa, SNDKR2011B2362, 100 000 000
 SNDKR2011B2293, 1 000 000MGC SOLUTIONS SARL,17/02/2011,5 AVENUE CARDE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDITION / POLYGRAPHIQUE / IMPRIMERIE / PAPIERS-CARTON,http://www.creationdentreprise.sn/mgc-solutions-sarl, SNDKR2011B2293, 1 000 000
 SNDKR2011B2363, 1 500 000SMART GLOBAL SERVICES SUARL,21/02/2011,DAKAR FASS CASIER N°81,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/smart-global-services-suarl, SNDKR2011B2363, 1 500 000
 SNDKR2011B2560, 1 000 000ELIPSE BTP SARL,23/02/2011,NORD LIBERTE 6 x VDN LOT N°4...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/elipse-btp-sarl, SNDKR2011B2560, 1 000 000
 SNDKR2011B2540, 1 000 000LA NUBIENNE SUARL,23/02/2011,SCAT URBAM N°61 GRAND YOFF 3,S.U.A.R.L,RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/la-nubienne-suarl, SNDKR2011B2540, 1 000 000
 SNDKR2011B2532, 1 000 000UNIVERSEL SECURITE DAKAR SARL,23/02/2011,CITE DJILY MBAYE VILLA N°400,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/universel-securite-dakar-sarl, SNDKR2011B2532, 1 000 000
 SNDKR2011B2543, 1 000 000CASA BAMBA SARL,23/02/2011,PATTE D&#039;OIE BUILDERS N°6,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/casa-bamba-sarl, SNDKR2011B2543, 1 000 000
 SNDKR2011B2544, 1 000 000WEST AFRICAN TECHNOLOGY COMPANY SARL- WATCO SARL,23/02/2011,DAKAR BOULEVARD GENERAL...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/west-african-technology-company-sarl-watco-sarl, SNDKR2011B2544, 1 000 000
 SNDKR2011B2562, 1 000 000KRYS PHARMA SARL,23/02/2011,SACRE COEUR 2 VILLA N°8599/E,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/krys-pharma-sarl, SNDKR2011B2562, 1 000 000
 SNDKR2011B2523, 10 000 000DMS HABITAT SA,28/02/2011,SODIDA ZONE INDUSTRIELLE LOT...,SOCIETE ANONYME (S.A),IMMOBILIER,http://www.creationdentreprise.sn/dms-habitat-sa, SNDKR2011B2523, 10 000 000
 SNDKR2011B2546, 1 000 000ONAINVEST SARL,23/02/2011,IMMEUBLE LES DUNES FRONT DE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/onainvest-sarl, SNDKR2011B2546, 1 000 000
 SNDKR2011B2011, 1 000 000SEN PRODUCTIONS SARL,23/02/2011,MEDINA RUE 11 x CORNICHE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDITION / POLYGRAPHIQUE / IMPRIMERIE / PAPIERS-CARTON,http://www.creationdentreprise.sn/sen-productions-sarl, SNDKR2011B2011, 1 000 000
 SNDKR2011B1552, 1 000 000CATERING DE L&#039;ATLANTIQUE SARL,01/02/2011,GARE MARITIME INTERNATIONAL -...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/catering-de-latlantique-sarl, SNDKR2011B1552, 1 000 000
 SNDKR2011B2365, 1 000 000IBERICO-SENEGALAISE D&#039;ENERGIE SARL,21/02/2011,22/M SCAT URBAM GRAND YOFF,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),MATERIELS ELECTRIQUES,http://www.creationdentreprise.sn/iberico-senegalaise-denergie-sarl, SNDKR2011B2365, 1 000 000
 SNDKR2011B2481, 1 000 000PLATEFORME FALL ET ASSOCIES SARL,22/02/2011,SICAP LIBERTE 4 N°5242,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/plateforme-fall-et-associes-sarl, SNDKR2011B2481, 1 000 000
 SNDKR2011B2534, 1 000 000E-KALPAY-NET SARL,23/02/2011,LIBERTE 6 EXTENSION ROUTE DU...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/e-kalpay-net-sarl, SNDKR2011B2534, 1 000 000
 SNDKR2011B2524, 2 000 000SOCIETE DE GESTION DE L4ENVIRONNEMENT ET DE L&#039;ECONOMIE MARITIME SARL -SOGESEM SARL,22/02/2011,11 RUE WORO FILA SICAP FANN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-de-gestion-de-l4environnement-et-de-leconomie-maritime-sarl-sogesem-sarl, SNDKR2011B2524, 2 000 000
 SNDKR2011B2415, 1 000 000MAR ET FRERES SARL,21/02/2011,KM 4.5 ROUTE DE RUFISQUE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/mar-et-freres-sarl, SNDKR2011B2415, 1 000 000
 SNDKR2011B2416, 1 000 000MILLENIUM COMPAGNIE ISLAMIQUE DU SENEGAL SARL - M.C.I.S. SARL,21/02/2011,PARCELLES ASSAINIES CITE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/millenium-compagnie-islamique-du-senegal-sarl-mcis-sarl, SNDKR2011B2416, 1 000 000
 SNDKR2011B2525, 10 000 000BAWY CORPORATION SA,22/02/2011,SACRE COEUR 3 VDN EXTENSION...,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/bawy-corporation-sa, SNDKR2011B2525, 10 000 000
 SNDKR2011E2482, 0APPIA GRANDS TRAVAUX SNC,22/02/2011,FELIX EBOUE x ROUTE DES...,SUCCURSALE,BTP,http://www.creationdentreprise.sn/appia-grands-travaux-snc, SNDKR2011E2482, 0
 SNDKR2011B2366, 1 000 000GENERALE DES TRAVAUX D&#039;EQUIPEMENT ET DE CONSTRUCTION -GTEC SARL,21/02/2011,CITE FADIA VILLA N°465,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/generale-des-travaux-dequipement-et-de-construction-gtec-sarl, SNDKR2011B2366, 1 000 000
 SNDKR2011B2299, 1 000 000LA GENERALE DES EAUX ET DE L&#039;ENVIRONNEMENT DU SENEGAL SARL - GEDES SARL,17/02/2011,SACRE COEUR 3 VILLA N°5 BIS,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/la-generale-des-eaux-et-de-lenvironnement-du-senegal-sarl-gedes-sarl, SNDKR2011B2299, 1 000 000
 SNDKR2011B2295, 1 000 000BDI SENEGAL SARL,17/02/2011,ANN MARISTES 2 REZ DE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/bdi-senegal-sarl, SNDKR2011B2295, 1 000 000
 SNDKR2011B2287, 2 000 000COMPAGNIE AFRICAINE D&#039;ETUDE ET DE REALISATION SARL -CADER SARL,17/02/2011,34 CITE LOBATT FALL 2 YOFF,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/compagnie-africaine-detude-et-de-realisation-sarl-cader-sarl, SNDKR2011B2287, 2 000 000
 SNDKR2011B2300, 1 000 000TOUBA IMMO SARL,17/02/2011,OUAKAM DIAMALAYE N°373,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/touba-immo-sarl, SNDKR2011B2300, 1 000 000
 SNDKR2011B2302, 5 000 000GLOBAL AUTOMATED MACHINERIES MASTERS SARL -GAMMA TECH SARL,17/02/2011,AUTOROUTE ROUTE DU FRONT DE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),MATERIELS ELECTRIQUES,http://www.creationdentreprise.sn/global-automated-machineries-masters-sarl-gamma-tech-sarl, SNDKR2011B2302, 5 000 000
 SNDKR2011B2537, 1 000 000LES GLACES MAMMA MIA SARL,23/02/2011,YOFF TOUNDOUNP RYA 54 CITE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE CULTURELLE,http://www.creationdentreprise.sn/les-glaces-mamma-mia-sarl, SNDKR2011B2537, 1 000 000
 SNDKR2011B2041, 1 000 000TCHILMA BUILDING SUARL,10/02/2011,76 FASS CASIER DAKAR,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/tchilma-building-suarl, SNDKR2011B2041, 1 000 000
 SNDKR2011B2183, 2 000 000OMNIX SUARL,14/02/2011,SICAP SACRE COEUR 3 VILLA N°...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/omnix-suarl, SNDKR2011B2183, 2 000 000
 SNDKR2011B2297, 1 000 000NEPTUNE OPTIQUE SARL,17/02/2011,19 RUE PARCHAPPE REZ DE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/neptune-optique-sarl, SNDKR2011B2297, 1 000 000
 SNDKR2011B2296, 1 000 000ANGEL SUARL,17/02/2011,66 RUE CARNOT DAKAR,S.U.A.R.L,IMMOBILIER,http://www.creationdentreprise.sn/angel-suarl, SNDKR2011B2296, 1 000 000
 SNDKR2011B4119, 1 000 000CITY CARS CANARIAS SENEGAL SUARL,21/03/2011,137 CITE LEOPOLD SEDAR SENGHOR,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/city-cars-canarias-senegal-suarl, SNDKR2011B4119, 1 000 000
 SNDKR2011B2177, 10 000 000EURO FRIPE SENEGAL SA,14/02/2011,40 AVENUE JEAN JAURES x RUE...,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/euro-fripe-senegal-sa, SNDKR2011B2177, 10 000 000
 SNDKR2011B2664, 6 000 000K M C MBAYE TRADING CO.LTD SARL,24/02/2011,HLM V CANTINE N°115-E,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/k-m-c-mbaye-trading-coltd-sarl, SNDKR2011B2664, 6 000 000
 SNDKR2011B2663, 1 000 000S.B. SERVICES SUARL,24/02/2011,RESIDENCE ESPACE OUAKAM...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/sb-services-suarl, SNDKR2011B2663, 1 000 000
 SNDKR2011B2294, 1 000 000CHAKA CARD SYSTEMS SARL,17/02/2011,SACRE COEUR 3 N°10558 VDN...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/chaka-card-systems-sarl, SNDKR2011B2294, 1 000 000
 SNDKR2011B2286, 1 000 000GROUPE OUSMANE LUKADI DIENG SURL,17/02/2011,33 AVENUE BLAISE DIAGNE...,S.U.R.L,AGRICULTURE,http://www.creationdentreprise.sn/groupe-ousmane-lukadi-dieng-surl, SNDKR2011B2286, 1 000 000
 SNDKR2011B2289, 1 000 000ULTIM MINES OPERATIONS SARL,17/02/2011,STELE MERMOZ COTE CAESAR...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/ultim-mines-operations-sarl, SNDKR2011B2289, 1 000 000
 SNDKR2011B2284, 1 000 000FERME AVICOLE DE DOUGAR SARL -F.A.D. SARL,17/02/2011,RUE 8 x 23 MEDINA,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ELEVAGE,http://www.creationdentreprise.sn/ferme-avicole-de-dougar-sarl-fad-sarl, SNDKR2011B2284, 1 000 000
 SNDKR2011B2288, 1 000 000CONSEILS ASSISTANCES COMPTABLES ET EN RESSOURCES HUMAINES -C.A.C. ET R.H SUARL,17/02/2011,PARCELLES ASSAINIES UNITE 19...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/conseils-assistances-comptables-et-en-ressources-humaines-cac-et-rh-suarl, SNDKR2011B2288, 1 000 000
 SNDKR2011B2364, 1 000 000SOCIETE POUR LE NEGOCE LA CONSTRUCTION L&#039;INDUSTRIE ET LES SERVICES -SNCIS SARL,21/02/2011,GIBRALTAR 3 VILLA N°53,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/societe-pour-le-negocela-constructionlindustrie-et-les-services-sncis-sarl, SNDKR2011B2364, 1 000 000
 SNDKR2011B3527, 66 000 000ACEP NEWTECH SA,10/03/2011,AVENUE BOURGUIBA AMITIE 1...,SOCIETE ANONYME (S.A),EDITION / POLYGRAPHIQUE / IMPRIMERIE / PAPIERS-CARTON,http://www.creationdentreprise.sn/acep-newtech-sa, SNDKR2011B3527, 66 000 000
 SNDKR2011B4120, 1 000 000TERRE MER TRANSIT SUARL,21/03/2011,RUE DODGE VILLA N°12,S.U.A.R.L,TRANSPORT,http://www.creationdentreprise.sn/terre-mer-transit-suarl, SNDKR2011B4120, 1 000 000
 SNDKR2011B4112, 10 000 000INFINY MOBILE SA,21/03/2011,5/7 AVENUE CARDE,SOCIETE ANONYME (S.A),COMMERCE,http://www.creationdentreprise.sn/infiny-mobile-sa, SNDKR2011B4112, 10 000 000
 SNDKR2011B3964, 10 000 000SENDIAMANT SA,17/03/2011,5 RUE MADELEINE NGOM,SOCIETE ANONYME (S.A),INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/sendiamant-sa, SNDKR2011B3964, 10 000 000
 SNDKR2011B4121, 1 000 000AKIYA SARL,21/03/2011,HLM NIMZATT VILLA N°2835,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/akiya-sarl, SNDKR2011B4121, 1 000 000
 SNDKR2011B4117, 1 000 000ETS FAYE PRODUCTION SUARL,21/03/2011,KM 12 ROUTE DE RUFISQUE,S.U.A.R.L,PECHE,http://www.creationdentreprise.sn/ets-faye-production-suarl, SNDKR2011B4117, 1 000 000
 SNDKR2011B4286, 1 000 000BF TRADE SENEGAL SUARL,23/03/2011,SICAP BAOBABS N°746,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/bf-trade-senegal-suarl, SNDKR2011B4286, 1 000 000
 SNDKR2011B4116, 1 000 000SOCIETE INTERNATIONALE DE COURTAGE ET DE REPRESENTATION SUARL- SICOR SUARL,21/03/2011,DAKAR 34 RUE ROBERT BRUN,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/societe-internationale-de-courtage-et-de-representation-suarl-sicor-suarl, SNDKR2011B4116, 1 000 000
 SNDKR2011B4115, 1 000 000LE VIATIQUE AFRICAIN SUARL- LVA SUARL,21/03/2011,DAKAR MAMELLES CITE ELEVAGE...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/le-viatique-africain-suarl-lva-suarl, SNDKR2011B4115, 1 000 000
 SNDKR2011B4323, 1 000 000AFRICAN PHOSPHATE COMPANY SARL -A.P.C. SARL,23/03/2011,GOLF NORD SHS VILLA N°113,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/african-phosphate-company-sarl-apc-sarl, SNDKR2011B4323, 1 000 000
 SNDKR2011B3957, 1 000 000JES PRODUCTS SARL,17/03/2011,128 SOTRAC MERMOZ REZ DE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/jes-products-sarl, SNDKR2011B3957, 1 000 000
 SNDKR2011B3776, 1 000 000TRANS SERVICES SN SARL -T.S.S. SARL,15/03/2011,YOFF CITE SEYDINA ROUHOULAHI...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/trans-services-sn-sarl-tss-sarl, SNDKR2011B3776, 1 000 000
 SNDKR2011B4176, 1 000 000MADINA SURL,22/03/2011,SCAT URBAM GRAND YOFF VILLA N...,S.U.R.L,COMMERCE,http://www.creationdentreprise.sn/madina-surl, SNDKR2011B4176, 1 000 000
 SNDKR2011B4207, 1 000 000ADNET CONSULTING SARL,22/03/2011,12 BOULEVARD DJILY MBAYE AZUR...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/adnet-consulting-sarl, SNDKR2011B4207, 1 000 000
 SNDKR2011B4208, 5 000 000AVENA SARL,22/03/2011,107 RUE MOUSSE DIOP,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/avena-sarl, SNDKR2011B4208, 5 000 000
 SNDKR2011B3979, 1 000 000INTERNATIONAL MARKETING SERVICES SUARL,17/03/2011,SIPRES MBAO VILLA N°583,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/international-marketing-services-suarl, SNDKR2011B3979, 1 000 000
 SNDKR2011B4180, 1 000 000GROUPE KFC SARL,22/03/2011,OUAGOU NIAYES 2 N°229,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/groupe-kfc-sarl, SNDKR2011B4180, 1 000 000
 SNDKR2011B4179, 1 000 000GESTI SUARL,22/03/2011,10 RUE DE THIONG DAKAR,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/gesti-suarl, SNDKR2011B4179, 1 000 000
 SNDKR2011B4206, 1 000 000ELITE AFRICA SECURITE SARL,22/03/2011,PARCELLE N°7 NGOR SUNUGAL,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/elite-africa-securite-sarl, SNDKR2011B4206, 1 000 000
 SNDKR2011B4177, 1 000 000ADVISE SARL,22/03/2011,AVENUE MALICK SY x PASSAGE DE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/advise-sarl, SNDKR2011B4177, 1 000 000
 SNDKR2011B3528, 1 430 000WESTERN COMMUNICATION SUARL,10/03/2011,LOT N°140 CICES FOIRE,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/western-communication-suarl, SNDKR2011B3528, 1 430 000
 SNDKR2011B3855, 1 000 000INTERNATIONALE DE FOURNITURE ET DE TRAVAUX SENEGAL SUARL -IFTS SUARL,16/03/2011,OUEST FOIRE CITE AIR AFRIQUE...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/internationale-de-fourniture-et-de-travaux-senegal-suarl-ifts-suarl, SNDKR2011B3855, 1 000 000
 SNDKR2011B3780, 1 000 000PIRANHA SERVICES SARL,15/03/2011,SICAP LIBERTE V/B VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/piranha-services-sarl, SNDKR2011B3780, 1 000 000
 SNDKR2011B3862, 1 000 000LES PECHEURS DE L&#039;OUEST SARL,16/03/2011,RUFISQUE RUE LEON ARMAND x...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PECHE,http://www.creationdentreprise.sn/les-pecheurs-de-louest-sarl, SNDKR2011B3862, 1 000 000
 SNDKR2011B3679, 1 000 000SOCIETE SPECIALISEE DANS LES SYSTEMES DE FROID ET DE CLIMATISATION SARL - SCF SARL,14/03/2011,CENTRAL PARK AVENUE MALICK SY...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),MATERIELS ELECTRIQUES,http://www.creationdentreprise.sn/societe-specialisee-dans-les-systemes-de-froid-et-de-climatisation-sarl-scf-sarl, SNDKR2011B3679, 1 000 000
 SNDKR2011B3779, 1 000 000CONSORTIUM EFTS SUARL,15/03/2011,CITE ASECNA LIBERTE 6...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/consortium-efts-suarl, SNDKR2011B3779, 1 000 000
 SNDKR2011B3777, 1 000 000IBRAHIMA DIEYE IMPORT EXPORT SARL- IDIE SARL,15/03/2011,HANN MARISTES ESPACE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/ibrahima-dieye-import-export-sarl-idie-sarl, SNDKR2011B3777, 1 000 000
 SNDKR2011B3860, 1 000 000OWN SA,16/03/2011,121 RUES JOSEPH GOMIS x...,SOCIETE ANONYME (S.A),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/own-sa, SNDKR2011B3860, 1 000 000
 SNDKR2011B3958, 1 000 000TEKNOVERRE AFRIQUE SARL,17/03/2011,MAMELLES AVIATION N°B 07,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/teknoverre-afrique-sarl, SNDKR2011B3958, 1 000 000
 SNDKR2011E4233, 2 500 000LITHIUM AFRICA SENEGAL,22/03/2011,NGOR ALMADIES RUE NG 88 ILOT...,SUCCURSALE,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/lithium-africa-senegal, SNDKR2011E4233, 2 500 000
 SNDKR2011B3688, 10 000 000SEASALT AFRICAN SA,14/03/2011,KM 18 ROUTE DE RUFISQUE MBAO,SOCIETE ANONYME (S.A),INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/seasalt-african-sa, SNDKR2011B3688, 10 000 000
 SNDKR2011B3683, 1 000 000ETNIK GROUP SUARL,14/03/2011,SACRE COEUR 1 N°8323,S.U.A.R.L,COMMUNICATION,http://www.creationdentreprise.sn/etnik-group-suarl, SNDKR2011B3683, 1 000 000
 SNDKR2011B3673, 1 000 000DALAS SARL,14/03/2011,ROUTE DES HYDROCARBURES DAKAR...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BOIS,http://www.creationdentreprise.sn/dalas-sarl, SNDKR2011B3673, 1 000 000
 SNDKR2011B3674, 1 000 000PRESTIGE SAMASSA SARL,14/03/2011,DAKAR OUEST FOIRE LOT 13,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/prestige-samassa-sarl, SNDKR2011B3674, 1 000 000
 SNDKR2011B3880, 1 000 000ARYSA COMMUNICATION SUARL,14/03/2011,BENE TALLY VILLA N°2579,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/arysa-communication-suarl, SNDKR2011B3880, 1 000 000
 SNDKR2011B3778, 1 000 000I CONTADINI DU SENEGAL SARL -CONSEN SARL,15/03/2011,ZONE A VILLA N°68/A,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/i-contadini-du-senegal-sarl-consen-sarl, SNDKR2011B3778, 1 000 000
 SNDKR2011B3532, 1 000 000ORIGINE RESEAUX TELECOM SARL,10/03/2011,CITE LOBAT FALL VILLA N°98,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/origine-reseaux-telecom-sarl, SNDKR2011B3532, 1 000 000
 SNDKR2011B3526, 1 000 000ONIT SARL,10/03/2011,57  CITE DES JEUNES CADRES...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/onit-sarl, SNDKR2011B3526, 1 000 000
 SNDKR2011B3522, 1 000 000ECOTRAP SARL,10/03/2011,PARCELLES ASSAINIES UNITE 05...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/ecotrap-sarl, SNDKR2011B3522, 1 000 000
 SNDKR2011B3774, 1 000 000ENTREPRISE PRESTIGE SUARL -E.P. SUARL,15/03/2011,1190 USINE NIARY TALLY,S.U.A.R.L,IMMOBILIER,http://www.creationdentreprise.sn/entreprise-prestige-suarl-ep-suarl, SNDKR2011B3774, 1 000 000
 SNDKR2011B3685, 1 000 000VIADEO AFRICA SUARL,14/03/2011,REGUS DAKAR CITY CENTRE AZUR...,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/viadeo-africa-suarl, SNDKR2011B3685, 1 000 000
 SNDKR2011B3675, 1 000 000SENEGAL FRUITIERE DE DEVELOPPEMENT SARL,14/03/2011,11  RUE SAINT MICHEL IMMEUBLE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/senegal-fruitiere-de-developpement-sarl, SNDKR2011B3675, 1 000 000
 SNDKR2011B3677, 1 000 000ORICA SENEGAL SARL,14/03/2011,29 AVENUE PASTEUR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/orica-senegal-sarl, SNDKR2011B3677, 1 000 000
 SNDKR2011B3670, 1 000 000ABI INTERNATIONAL SARL,14/03/2011,RUE 29 x 28 MEDINA DAKAR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/abi-international-sarl, SNDKR2011B3670, 1 000 000
 SNDKR2011B3690, 1 000 000GALAXY SECURITY SARL,14/03/2011,OUEST FOIRE VILLA N°21,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/galaxy-security-sarl, SNDKR2011B3690, 1 000 000
 SNDKR2011B3678, 1 000 000SPIRITO DEL PARTENARIO SARL -SDP SARL,14/03/2011,SICAP FOIRE VILLA N°10817,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/spirito-del-partenario-sarl-sdp-sarl, SNDKR2011B3678, 1 000 000
 SNDKR2011B3676, 5 000 000TOUBA ENERGIE SARL,14/03/2011,11  RUE MALAN IMMEUBLE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),MATERIELS ELECTRIQUES,http://www.creationdentreprise.sn/touba-energie-sarl, SNDKR2011B3676, 5 000 000
 SNDKR2011B3684, 1 000 000CISIX SARL,14/03/2011,OUEST FOIRE N°54,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/cisix-sarl, SNDKR2011B3684, 1 000 000
